date_sold,price,original_price,price_spread,square_footage,lot_size,number_bedrooms,number_bathrooms,year_built,property_type,street_number,street_name,city,state,zip_code,days_until_sold,is_short_sale,url
1600104480000,459900,480000,20100,1829,9111,4,2.0,1939,residential,9,Church Ln,Burlington,MA,01803,60,False,https://redfin.com/MA/Burlington/9-Church-Ln-01803/home/8452195
1599760140000,559900,555000,-4900,1640,12438,3,2.5,1964,residential,2,Richardson Rd,Burlington,MA,01803,56,False,https://redfin.com/MA/Burlington/2-Richardson-Rd-01803/home/8464526
1600561440000,629900,699999,70099,2009,21550,3,1.5,1954,residential,5,Keans Rd,Burlington,MA,01803,65,False,https://redfin.com/MA/Burlington/5-Keans-Rd-01803/home/8461525
1597986360000,599000,617000,18000,1911,20118,3,1.5,1978,residential,205,Winn St,Burlington,MA,01803,42,False,https://redfin.com/MA/Burlington/205-Winn-St-01803/home/8454063
1596588960000,569000,590000,21000,1575,20010,3,1.5,1956,residential,21,Corcoran Rd,Burlington,MA,01803,40,False,https://redfin.com/MA/Burlington/21-Corcoran-Rd-01803/home/8455178
1594835100000,499900,475000,-24900,1344,20473,3,2.5,1956,residential,20,,Burlington,MA,01803,61,False,https://redfin.com/MA/Burlington/20-St-Marys-Rd-01803/home/8440327
1593473220000,499900,550229,50329,1733,21398,3,1.5,1972,residential,9,Given Dr,Burlington,MA,01803,109,False,https://redfin.com/MA/Burlington/9-Given-Dr-01803/home/8466636
1595884920000,689900,745000,55100,3654,26000,3,2.5,1956,residential,25,Cresthaven Dr,Burlington,MA,01803,59,False,https://redfin.com/MA/Burlington/25-Cresthaven-Dr-01803/home/8448273
1595540400000,524900,600000,75100,1374,20747,3,2.5,1975,residential,3,Gardner Way,Burlington,MA,01803,35,False,https://redfin.com/MA/Burlington/3-Gardner-Way-01803/home/8441793
1599851520000,619900,670000,50100,2133,20000,4,2.0,1960,residential,1,Woodhill Rd,Burlington,MA,01803,44,False,https://redfin.com/MA/Burlington/1-Woodhill-Rd-01803/home/8437410
1597702680000,700000,757500,57500,1996,20082,3,2.0,1966,residential,23,Daniel Dr,Burlington,MA,01803,53,False,https://redfin.com/MA/Burlington/23-Daniel-Dr-01803/home/8459116
1597985640000,629000,637500,8500,2207,30400,2,1.5,1971,residential,25,Freeport Dr,Burlington,MA,01803,44,False,https://redfin.com/MA/Burlington/25-Freeport-Dr-01803/home/8444116
1599413040000,644000,696000,52000,1826,6400,3,2.5,1995,residential,6,Grandview Ave,Burlington,MA,01803,59,False,https://redfin.com/MA/Burlington/6-Grandview-Ave-01803/home/8458999
1593127380000,592900,625000,32100,2517,18600,3,2.0,1948,residential,8,Pontos Ave,Burlington,MA,01803,86,False,https://redfin.com/MA/Burlington/8-Pontos-Ave-01803/home/8447364
1599696360000,524999,500000,-24999,1552,20035,3,1.5,1967,residential,37,Westwood St,Burlington,MA,01803,1,False,https://redfin.com/MA/Burlington/37-Westwood-St-01803/home/8437041
1596355020000,634000,700000,66000,1918,16900,3,2.0,1982,residential,16,Ruthven Ave,Burlington,MA,01803,80,False,https://redfin.com/MA/Burlington/16-Ruthven-Ave-01803/home/8465679
1597250700000,779000,825000,46000,2779,20000,3,2.0,1986,residential,4,Tinkham Ave,Burlington,MA,01803,75,False,https://redfin.com/MA/Burlington/4-Tinkham-Ave-01803/home/8443285
1596001080000,549000,565000,16000,1554,25651,3,1.5,1962,residential,7,ALCINE Ln,Burlington,MA,01803,41,False,https://redfin.com/MA/Burlington/7-Alcine-Ln-01803/home/8438455
1597438620000,595500,580000,-15500,1842,21079,3,2.5,1964,residential,23,Mallard Way,Burlington,MA,01803,50,False,https://redfin.com/MA/Burlington/23-Mallard-Way-01803/home/8443559
1593801780000,600000,587500,-12500,2036,9750,3,1.5,1975,residential,9,Edgemont Ave,Burlington,MA,01803,63,False,https://redfin.com/MA/Burlington/9-Edgemont-Ave-01803/home/8452139
1596131220000,549900,539900,-10000,1288,21000,3,2.0,1955,residential,8,Duncan Rd,Burlington,MA,01803,41,False,https://redfin.com/MA/Burlington/8-Duncan-Rd-01803/home/8462054
1596139080000,559000,571000,12000,2416,19367,2,2.0,1976,residential,2,Francis Wyman Rd,Burlington,MA,01803,50,False,https://redfin.com/MA/Burlington/2-Francis-Wyman-Rd-01803/home/8440584
1597761780000,574900,580000,5100,2008,20000,3,1.5,1957,residential,51,Beaverbrook Rd,Burlington,MA,01803,46,False,https://redfin.com/MA/Burlington/51-Beaverbrook-Rd-01803/home/8439338
1595080980000,489995,505000,15005,2158,20000,3,1.0,1956,residential,92,Wilmington Rd,Burlington,MA,01803,36,False,https://redfin.com/MA/Burlington/92-Wilmington-Rd-01803/home/8438615
1598644140000,669900,704000,34100,1487,,2,1.0,1910,condo,87,Bristol Rd,Medford,MA,02155,44,False,https://redfin.com/MA/Medford/87-Bristol-Rd-02155/unit-1/home/26841970
1598569020000,669900,704000,34100,1487,,,,,condo,87,Bristol Rd,Somerville,MA,02144,43,False,https://redfin.com/MA/Somerville/87-Bristol-Rd-02144/unit-1/home/103661385
2020-08-28,870000,,,1300,,3,2.0,1900,condo,11,Landers St,Somerville,MA,02143,,,https://redfin.com/MA/Somerville/11-Landers-St-02143/unit-2/home/101678255
2020-08-14,810000,,,1717,,3,2.0,1900,condo,19,Laurel St,Somerville,MA,02143,,,https://redfin.com/MA/Somerville/19-Laurel-St-02143/unit-19/home/8750760
1598369460000,899900,930000,30100,1813,,3,2.0,1900,condo,46,Cameron Ave,Somerville,MA,02144,46,False,https://redfin.com/MA/Somerville/46-Cameron-Ave-02144/unit-2/home/8755609
1593715680000,749000,749000,0,1636,,2,2.0,1900,condo,11,Lee St,Somerville,MA,02145,49,False,https://redfin.com/MA/Somerville/11-Lee-St-02145/unit-1/home/143937260
1597468260000,829000,810000,-19000,1717,,,,,condo,19,Laurel St,Somerville,MA,02143,101,False,https://redfin.com/MA/Somerville/19-Laurel-St-02143/unit-2/home/136771356
1597423680000,779000,805000,26000,1470,,2,2.0,1915,condo,14,Fiske Ave,Somerville,MA,02145,56,False,https://redfin.com/MA/Somerville/14-Fisk-Ave-02145/unit-1/home/112896879
1599256200000,775000,770000,-5000,1320,1680,2,1.5,1910,residential,29,Wesley St,Somerville,MA,02145,63,False,https://redfin.com/MA/Somerville/29-Wesley-St-02145/home/8731555
1599141600000,699999,745000,45001,1600,2893,3,2.5,1890,residential,25,Otis St,Somerville,MA,02145,70,False,https://redfin.com/MA/Somerville/25-Otis-St-02145/home/8747650
1597188180000,779000,780000,1000,1555,,2,1.5,1920,condo,292,Summer St,Somerville,MA,02144,63,False,https://redfin.com/MA/Somerville/292-Summer-St-02144/unit-2/home/109450188
1595621640000,1299900,1530000,230100,1688,3213,3,1.5,1920,residential,26,Hancock St,Somerville,MA,02144,45,False,https://redfin.com/MA/Somerville/26-Hancock-St-02144/home/8743785
1593455880000,749999,918300,168301,1256,2400,3,1.5,1905,residential,15,Mountain Ave,Somerville,MA,02143,52,False,https://redfin.com/MA/Somerville/15-Mountain-Ave-02143/home/8705312
1593626880000,869000,945000,76000,1500,6000,3,1.5,1900,residential,16,Chetwynd Rd,Somerville,MA,02144,57,False,https://redfin.com/MA/Somerville/16-Chetwynd-Rd-02144/home/8685683
1599118680000,675000,675000,0,1458,,3,2.0,1988,condo,75,Mt. Vernon St,Somerville,MA,02145,64,False,https://redfin.com/MA/Somerville/75-Mt-Vernon-St-02145/unit-B/home/8749218
1595094480000,724900,718500,-6400,1350,2879,3,1.0,1910,residential,26,Mondamin Ct,Somerville,MA,02143,44,False,https://redfin.com/MA/Somerville/26-Mondamin-Ct-02143/home/8713059
1596067560000,699900,735000,35100,1358,,2,2.0,1900,condo,76,Flint St,Somerville,MA,02145,43,False,https://redfin.com/MA/Somerville/76-Flint-St-02145/unit-2/home/109464218
1595460240000,600000,660000,60000,1350,2718,2,2.0,1895,residential,106,Moreland St,Somerville,MA,02145,36,False,https://redfin.com/MA/Somerville/106-Moreland-St-02145/home/8713208
1599773220000,765000,815000,50000,1276,,3,1.5,1910,condo,11,Russell Rd,Somerville,MA,02144,43,False,https://redfin.com/MA/Somerville/11-Russell-Rd-02144/unit-2/home/8686913
1600290240000,1078000,1098000,20000,1397,,,,,condo,227,Cedar St,Somerville,MA,02145,76,False,https://redfin.com/MA/Somerville/227-Cedar-St-02145/unit-10/home/172351799
1598980380000,765000,775000,10000,1420,,3,2.0,1920,condo,111,Glenwood Rd,Somerville,MA,02145,49,False,https://redfin.com/MA/Somerville/111-Glenwood-Rd-02145/unit-1/home/40290705
1593732060000,749900,775000,25100,1552,,2,2.0,1900,condo,54,Dartmouth St,Somerville,MA,02145,61,False,https://redfin.com/MA/Somerville/54-Dartmouth-St-02145/unit-1/home/8750975
1599587400000,925000,950000,25000,1302,,2,2.0,1988,condo,435,Washington St,Somerville,MA,02143,20,False,https://redfin.com/MA/Somerville/435-Washington-St-02143/unit-401/home/8745865
1593317460000,624999,610000,-14999,1284,5000,2,2.0,1900,condo,20,Highland Ave,Somerville,MA,02143,157,False,https://redfin.com/MA/Somerville/20-Highland-Ave-02143/unit-1/home/18906874
2020-06-29,890000,,,1455,,2,2.0,2013,condo,143,Cedar St,Somerville,MA,02144,,,https://redfin.com/MA/Somerville/143-Cedar-St-02144/unit-10/home/54798458
1595706720000,949000,965000,16000,1574,5329,3,1.5,1910,residential,25,Appleton St,Somerville,MA,02144,53,False,https://redfin.com/MA/Somerville/25-Appleton-St-02144/home/8696491
1596125580000,769900,817000,47100,1350,2340,3,2.0,1910,residential,37,Alpine St,Somerville,MA,02144,59,False,https://redfin.com/MA/Somerville/37-Alpine-St-02144/home/8704334
